song,text
"Lady Gaga_Chillin","frame shit problem car stack love keep know whale way nobody want everybody knight never columbia u change floor since luggage box much across eye crowd shut yeah point bee look millionaire material girl right jockey funny money lookin whip ha em pg ya sardine goin mullen ho cool cut kickin something yes jock jeremy jordan mad speak ever call plea wale scared driving mac name stuntin control till high nothin around million jean alotta heard cop ai damn sayin international phil plane district chillin giant well yea sticky got shockey mclovin lot none say lv mill broad garbage pond whoaaaa bammas dark get disc hater door redundant scene talkin gear thang come hey start buzz goodbyeeeeee fuck fund remain wear dre pick ballin like liquor na talk let see ah honey nigga face properly made police came buck chris place dc pack cocky ceilin mind folarin hate give bernie lane capice foreign busted nine man"
"Rihanna_Jump","pony game admit could thang love ai forget covered know come damn yet fuck runnin wondering fall okay way lover ride get pick myname saddle like ok chance na want fault answer let u see jump still think got face somebody wreckin dude play waitin say always misunderstood call else need put another boy bet good recognize amma give tell girl day wall others kissing guess thing around go already gon rise wait better"
"Rihanna_American Oxygen","wheel young side chasin dream america verse turn ocean close anything sweat chorus empire see breath every bridge hustlin oxygen eye say new feeling breathe boy oh girl dime american tryna nickel motion get refrain"
"Coldplay_No More Keeping My Feet On The Ground","last surprising wanted could maybe keeping keep side around smiling start moving closing okay innocence seen chance chorus lighter think got sometimes yes much saving curtain foot wake move falling going feel good ill nothing asleep surprisingly life try get go ground alright fine"
"Coldplay_Strawberry Swing","straight line would could bring perfect touch grey ya moving curve morning blue away mile sitting na everybody time cold change inside fighting swing every without say perfectly sky remember foot strawberry wan mind round moment walking people talking day thing precious waste ground water wait"
"Rihanna_Let Me","love crazy know way away want home think much eye run dance girl chase hear type right tie go might arm tired still hit catch room obey ya inch walkin time play call doubt move wan body amazing seven heel outwith somewhere act hand maybe baby knock whisper got sexy appetite watching need boy excited park make thing guess get gon door hot catchin alone come rock like shout na talk let met ear waitin beautiful scream familiar key give leave nice meet fill fun"
"Eagles_All Night Long","weekend keep come care done grinnin start turn morning like long time job work stayin pinch gum sing neck early song old stay put good till day take night along get fun cheek"
"Westlife_Don't Get Me Wrong","wrong hiding wanted could love bruce trying acing know ooh mistaking long real baby time see second behind think part without heart left refuse yeah sure site mind played need moment feel strong nearness pain cours goodbyeeeeeee deny take forever life get go tired alright show"
"Justin Bieber_I'll Be","saw said toward color depth belong love lip bearned stop instead verse cry older way greatest shoulder dress together never chorus fan suicide captivated gallows breath trapping eye fought sky dropped stealing dead wonderful heartbreak revealing hang tell emerald thrust mountain back strand turned repeat thing life better"
"Rihanna_Immortal","die whatever side know star one come whoa start power flutter ta emergency devour time never twilight live tear smile got face must ear yes sun use coming immortal cause sky moon watching might darkness protecting fly round till oh letting join right go hide flying forever break ground lie"
